Palabra,Antiguo_Test,Nuevo_Test,Coran,Tora,Upanishads
ethammakom,0.0,0.0,0.0,1.0,0.0
kiygadlah,0.0,0.0,0.0,1.0,0.0
saakatam,0.0,0.0,0.0,1.0,0.0
vaysalehenu,0.0,0.0,0.0,1.0,0.0
lesahatah,0.0,0.0,0.0,1.0,0.0
vayese,0.0,0.0,0.0,1.0,0.0
vayadabber,0.0,0.0,0.0,1.0,0.0
elhatana,0.0,0.0,0.0,1.0,0.0
lokehey,0.0,0.0,0.0,1.0,0.0
kiymashiyt,0.0,0.0,0.0,1.0,0.0
ethaiyr,0.0,0.0,0.0,1.0,0.0
kimsahek,0.0,0.0,0.0,1.0,0.0
babboqer,0.0,0.0,0.0,1.0,0.0
aseramadsam,0.0,0.0,0.0,1.0,0.0
mesiyb,0.0,0.0,0.0,1.0,0.0
vekolaserlak,0.0,0.0,0.0,1.0,0.0
vegamamnah,0.0,0.0,0.0,1.0,0.0
ahotiy,0.0,0.0,0.0,1.0,0.0
bataviy,0.0,0.0,0.0,1.0,0.0
batimmiy,0.0,0.0,0.0,1.0,0.0
ehiy,0.0,0.0,0.0,1.0,0.0
leishah,0.0,0.0,0.0,1.0,0.0
mivbayit,0.0,0.0,0.0,1.0,0.0
hasdek,0.0,0.0,0.0,1.0,0.0
taasiy,0.0,0.0,0.0,1.0,0.0
immadiy,0.0,0.0,0.0,1.0,0.0
hammakom,0.0,0.0,0.0,1.0,0.0
nabo,0.0,0.0,0.0,1.0,0.0
sammah,0.0,0.0,0.0,1.0,0.0
imriyliy,0.0,0.0,0.0,1.0,0.0
ahiy,0.0,0.0,0.0,1.0,0.0
devol,0.0,0.0,0.0,1.0,0.0
kiymot,0.0,0.0,0.0,1.0,0.0
eynka,0.0,0.0,0.0,1.0,0.0
vehyeh,0.0,0.0,0.0,1.0,0.0
icie,0.0,0.0,0.0,1.0,0.0
nosotra,0.0,0.0,0.0,1.0,0.0
fac,0.0,0.0,0.0,1.0,0.0
ilitara,0.0,0.0,0.0,1.0,0.0
veaviymelek,0.0,0.0,0.0,1.0,0.0
karab,0.0,0.0,0.0,1.0,0.0
gamtsadiyk,0.0,0.0,0.0,1.0,0.0
taharog,0.0,0.0,0.0,1.0,0.0
tocarla,0.0,0.0,0.0,1.0,0.0
haseb,0.0,0.0,0.0,1.0,0.0
esethaiys,0.0,0.0,0.0,1.0,0.0
kiynabiy,0.0,0.0,0.0,1.0,0.0
baadka,0.0,0.0,0.0,1.0,0.0
veayeh,0.0,0.0,0.0,1.0,0.0
yirehlo,0.0,0.0,0.0,1.0,0.0
esha,0.0,0.0,0.0,1.0,0.0
bber,0.0,0.0,0.0,1.0,0.0
lezaraka,0.0,0.0,0.0,1.0,0.0
huyishlah,0.0,0.0,0.0,1.0,0.0
arrodillaran,0.0,0.0,0.0,1.0,0.0
ozo,0.0,0.0,0.0,1.0,0.0
hakrehna,0.0,0.0,0.0,1.0,0.0
vaasehchesed,0.0,0.0,0.0,1.0,0.0
hannara,0.0,0.0,0.0,1.0,0.0
hatiyna,0.0,0.0,0.0,1.0,0.0
kadek,0.0,0.0,0.0,1.0,0.0
veeshteh,0.0,0.0,0.0,1.0,0.0
vegamgemaleycha,0.0,0.0,0.0,1.0,0.0
askeh,0.0,0.0,0.0,1.0,0.0
hokahta,0.0,0.0,0.0,1.0,0.0
leyitschack,0.0,0.0,0.0,1.0,0.0
ubah,0.0,0.0,0.0,1.0,0.0
kiyasiyta,0.0,0.0,0.0,1.0,0.0
imadoniy,0.0,0.0,0.0,1.0,0.0
nishbaliy,0.0,0.0,0.0,1.0,0.0
moladatiy,0.0,0.0,0.0,1.0,0.0
vehaiys,0.0,0.0,0.0,1.0,0.0
lekahaniy,0.0,0.0,0.0,1.0,0.0
pertenecerle,0.0,0.0,0.0,1.0,0.0
bayamiym,0.0,0.0,0.0,1.0,0.0
jures,0.0,0.0,0.0,1.0,0.0
veashabiy,0.0,0.0,0.0,1.0,0.0
aka,0.0,0.0,0.0,1.0,0.0
lotikah,0.0,0.0,0.0,1.0,0.0
mibbenot,0.0,0.0,0.0,1.0,0.0
hakena,0.0,0.0,0.0,1.0,0.0
yashab,0.0,0.0,0.0,1.0,0.0
elarsiy,0.0,0.0,0.0,1.0,0.0
veelmoladtiy,0.0,0.0,0.0,1.0,0.0
telek,0.0,0.0,0.0,1.0,0.0
leyitsc,0.0,0.0,0.0,1.0,0.0
hack,0.0,0.0,0.0,1.0,0.0
haeved,0.0,0.0,0.0,1.0,0.0
hehashev,0.0,0.0,0.0,1.0,0.0
bebiera,0.0,0.0,0.0,1.0,0.0
mistaeh,0.0,0.0,0.0,1.0,0.0
vendermela,0.0,0.0,0.0,1.0,0.0
vahamoriym,0.0,0.0,0.0,1.0,0.0
exitoso,0.0,0.0,0.0,1.0,0.0
aserhit,0.0,0.0,0.0,1.0,0.0
halachatiy,0.0,0.0,0.0,1.0,0.0
yislah,0.0,0.0,0.0,1.0,0.0
itak,0.0,0.0,0.0,1.0,0.0
sliyah,0.0,0.0,0.0,1.0,0.0
darkeka,0.0,0.0,0.0,1.0,0.0
mimishpahti,0.0,0.0,0.0,1.0,0.0
umibayi,0.0,0.0,0.0,1.0,0.0
nakav,0.0,0.0,0.0,1.0,0.0
dartela,0.0,0.0,0.0,1.0,0.0
vaabo,0.0,0.0,0.0,1.0,0.0
elhaayin,0.0,0.0,0.0,1.0,0.0
imyeskana,0.0,0.0,0.0,1.0,0.0
masliyah,0.0,0.0,0.0,1.0,0.0
amellos,0.0,0.0,0.0,1.0,0.0
ligmaleycha,0.0,0.0,0.0,1.0,0.0
ugemaliym,0.0,0.0,0.0,1.0,0.0
mahariys,0.0,0.0,0.0,1.0,0.0
usepahot,0.0,0.0,0.0,1.0,0.0
hahisliyah,0.0,0.0,0.0,1.0,0.0
onzas,0.0,0.0,0.0,1.0,0.0
haiys,0.0,0.0,0.0,1.0,0.0
barchuet,0.0,0.0,0.0,1.0,0.0
vaamitto,0.0,0.0,0.0,1.0,0.0
vaderek,0.0,0.0,0.0,1.0,0.0
nahaniy,0.0,0.0,0.0,1.0,0.0
ahey,0.0,0.0,0.0,1.0,0.0
bahus,0.0,0.0,0.0,1.0,0.0
veanokiy,0.0,0.0,0.0,1.0,0.0
piniytiy,0.0,0.0,0.0,1.0,0.0
lagemaliym,0.0,0.0,0.0,1.0,0.0
descargados,0.0,0.0,0.0,1.0,0.0
etadoniy,0.0,0.0,0.0,1.0,0.0
ubakar,0.0,0.0,0.0,1.0,0.0
vaabadim,0.0,0.0,0.0,1.0,0.0
escuchanos,0.0,0.0,0.0,1.0,0.0
seh,0.0,0.0,0.0,1.0,0.0
ethamaachelet,0.0,0.0,0.0,1.0,0.0
rete,0.0,0.0,0.0,1.0,0.0
altishlach,0.0,0.0,0.0,1.0,0.0
elhanaa,0.0,0.0,0.0,1.0,0.0
vealtaas,0.0,0.0,0.0,1.0,0.0
kiyere,0.0,0.0,0.0,1.0,0.0
chasachta,0.0,0.0,0.0,1.0,0.0
etyechidecha,0.0,0.0,0.0,1.0,0.0
eteyna,0.0,0.0,0.0,1.0,0.0
vehineayil,0.0,0.0,0.0,1.0,0.0
neechaz,0.0,0.0,0.0,1.0,0.0
basvach,0.0,0.0,0.0,1.0,0.0
bekarnav,0.0,0.0,0.0,1.0,0.0
ethaayil,0.0,0.0,0.0,1.0,0.0
yeraeh,0.0,0.0,0.0,1.0,0.0
seniyt,0.0,0.0,0.0,1.0,0.0
ethijo,0.0,0.0,0.0,1.0,0.0
hinneniy,0.0,0.0,0.0,1.0,0.0
לעצים,0.0,0.0,0.0,1.0,0.0
nishbatiy,0.0,0.0,0.0,1.0,0.0
ממעל,0.0,0.0,0.0,1.0,0.0
seneyhem,0.0,0.0,0.0,1.0,0.0
ethaetsim,0.0,0.0,0.0,1.0,0.0
vayakedah,0.0,0.0,0.0,1.0,0.0
ויבאו,0.0,0.0,0.0,1.0,0.0
אלהמקום,0.0,0.0,0.0,1.0,0.0
אמרלו,0.0,0.0,0.0,1.0,0.0
האלהים,0.0,0.0,0.0,1.0,0.0
ויבן,0.0,0.0,0.0,1.0,0.0
אברהם,0.0,0.0,0.0,1.0,0.0
אתהמזבח,0.0,0.0,0.0,1.0,0.0
ויערך,0.0,0.0,0.0,1.0,0.0
אתהעצים,0.0,0.0,0.0,1.0,0.0
ויעקד,0.0,0.0,0.0,1.0,0.0
אתיצחק,0.0,0.0,0.0,1.0,0.0
בנו,0.0,0.0,0.0,1.0,0.0
וישׂם,0.0,0.0,0.0,1.0,0.0
עלהמזבח,0.0,0.0,0.0,1.0,0.0
etunico,0.0,0.0,0.0,1.0,0.0
asiyta,0.0,0.0,0.0,1.0,0.0
milepanay,0.0,0.0,0.0,1.0,0.0
pildash,0.0,0.0,0.0,1.0,0.0
reumah,0.0,0.0,0.0,1.0,0.0
tahash,0.0,0.0,0.0,1.0,0.0
luke,0.0,0.0,0.0,1.0,0.0
meah,0.0,0.0,0.0,1.0,0.0
vesriym,0.0,0.0,0.0,1.0,0.0
vesheba,0.0,0.0,0.0,1.0,0.0
saniym,0.0,0.0,0.0,1.0,0.0
hayey,0.0,0.0,0.0,1.0,0.0
lesara,0.0,0.0,0.0,1.0,0.0
velivko,0.0,0.0,0.0,1.0,0.0
gervetoshav,0.0,0.0,0.0,1.0,0.0
gervetoshab,0.0,0.0,0.0,1.0,0.0
ahuzzatkeber,0.0,0.0,0.0,1.0,0.0
vekeberah,0.0,0.0,0.0,1.0,0.0
metiy,0.0,0.0,0.0,1.0,0.0
yidlaf,0.0,0.0,0.0,1.0,0.0
kesed,0.0,0.0,0.0,1.0,0.0
hasachta,0.0,0.0,0.0,1.0,0.0
hutz,0.0,0.0,0.0,1.0,0.0
etbeneycha,0.0,0.0,0.0,1.0,0.0
etyehidec,0.0,0.0,0.0,1.0,0.0
plicare,0.0,0.0,0.0,1.0,0.0
etposeera,0.0,0.0,0.0,1.0,0.0
kiybaruch,0.0,0.0,0.0,1.0,0.0
veharbah,0.0,0.0,0.0,1.0,0.0
arbeh,0.0,0.0,0.0,1.0,0.0
kechochebey,0.0,0.0,0.0,1.0,0.0
vechakol,0.0,0.0,0.0,1.0,0.0
alsepat,0.0,0.0,0.0,1.0,0.0
veyiras,0.0,0.0,0.0,1.0,0.0
saa,0.0,0.0,0.0,1.0,0.0
oyebiv,0.0,0.0,0.0,1.0,0.0
bezeracha,0.0,0.0,0.0,1.0,0.0
ekeb,0.0,0.0,0.0,1.0,0.0
samata,0.0,0.0,0.0,1.0,0.0
bekoliy,0.0,0.0,0.0,1.0,0.0
ההרה,0.0,0.0,0.0,1.0,0.0
ואתנה,0.0,0.0,0.0,1.0,0.0
etmate,0.0,0.0,0.0,1.0,0.0
etoyveychem,0.0,0.0,0.0,1.0,0.0
lecharev,0.0,0.0,0.0,1.0,0.0
veradfu,0.0,0.0,0.0,1.0,0.0
yirdofu,0.0,0.0,0.0,1.0,0.0
productiv,0.0,0.0,0.0,1.0,0.0
vehifreyti,0.0,0.0,0.0,1.0,0.0
etberiti,0.0,0.0,0.0,1.0,0.0
yashan,0.0,0.0,0.0,1.0,0.0
noshan,0.0,0.0,0.0,1.0,0.0
veyashan,0.0,0.0,0.0,1.0,0.0
totsiu,0.0,0.0,0.0,1.0,0.0
velotigal,0.0,0.0,0.0,1.0,0.0
vehithalachti,0.0,0.0,0.0,1.0,0.0
tihyul,0.0,0.0,0.0,1.0,0.0
hots,0.0,0.0,0.0,1.0,0.0
vaeshb,0.0,0.0,0.0,1.0,0.0
ulchem,0.0,0.0,0.0,1.0,0.0
venaf,0.0,0.0,0.0,1.0,0.0
uredaftem,0.0,0.0,0.0,1.0,0.0
kommiyut,0.0,0.0,0.0,1.0,0.0
lotaavor,0.0,0.0,0.0,1.0,0.0
umikdashi,0.0,0.0,0.0,1.0,0.0
bechukkotai,0.0,0.0,0.0,1.0,0.0
ephsiya,0.0,0.0,0.0,1.0,0.0
imbechukotay,0.0,0.0,0.0,1.0,0.0
gishmeychem,0.0,0.0,0.0,1.0,0.0
beitam,0.0,0.0,0.0,1.0,0.0
venatna,0.0,0.0,0.0,1.0,0.0
ndimia,0.0,0.0,0.0,1.0,0.0
vehisi,0.0,0.0,0.0,1.0,0.0
dayish,0.0,0.0,0.0,1.0,0.0
etbatsir,0.0,0.0,0.0,1.0,0.0
uvatsir,0.0,0.0,0.0,1.0,0.0
yasig,0.0,0.0,0.0,1.0,0.0
etzara,0.0,0.0,0.0,1.0,0.0
lachmechem,0.0,0.0,0.0,1.0,0.0
ushechavtem,0.0,0.0,0.0,1.0,0.0
vaolech,0.0,0.0,0.0,1.0,0.0
timasu,0.0,0.0,0.0,1.0,0.0
etshabototay,0.0,0.0,0.0,1.0,0.0
apretujados,0.0,0.0,0.0,1.0,0.0
veres,0.0,0.0,0.0,1.0,0.0
edores,0.0,0.0,0.0,1.0,0.0
anso,0.0,0.0,0.0,1.0,0.0
asustara,0.0,0.0,0.0,1.0,0.0
languideceran,0.0,0.0,0.0,1.0,0.0
admitiran,0.0,0.0,0.0,1.0,0.0
incircu,0.0,0.0,0.0,1.0,0.0
fechorias,0.0,0.0,0.0,1.0,0.0
despreci,0.0,0.0,0.0,1.0,0.0
lomeastim,0.0,0.0,0.0,1.0,0.0
velogealtim,0.0,0.0,0.0,1.0,0.0
lechalotam,0.0,0.0,0.0,1.0,0.0
ishpatim,0.0,0.0,0.0,1.0,0.0
vehatorot,0.0,0.0,0.0,1.0,0.0
yafl,0.0,0.0,0.0,1.0,0.0
bebit,0.0,0.0,0.0,1.0,0.0
bekeri,0.0,0.0,0.0,1.0,0.0
tigal,0.0,0.0,0.0,1.0,0.0
afani,0.0,0.0,0.0,1.0,0.0
nafsheche,0.0,0.0,0.0,1.0,0.0
lehafrechem,0.0,0.0,0.0,1.0,0.0
hostigaran,0.0,0.0,0.0,1.0,0.0
venigaftem,0.0,0.0,0.0,1.0,0.0
soneychem,0.0,0.0,0.0,1.0,0.0
veeynrodef,0.0,0.0,0.0,1.0,0.0
veimadele,0.0,0.0,0.0,1.0,0.0
tishemau,0.0,0.0,0.0,1.0,0.0
leyasra,0.0,0.0,0.0,1.0,0.0
alchatoteychem,0.0,0.0,0.0,1.0,0.0
baran,0.0,0.0,0.0,1.0,0.0
reduci,0.0,0.0,0.0,1.0,0.0
golp,0.0,0.0,0.0,1.0,0.0
eare,0.0,0.0,0.0,1.0,0.0
vehalachti,0.0,0.0,0.0,1.0,0.0
tishmoru,0.0,0.0,0.0,1.0,0.0
reverencien,0.0,0.0,0.0,1.0,0.0
veimbehema,0.0,0.0,0.0,1.0,0.0
lekolyosheveyha,0.0,0.0,0.0,1.0,0.0
ihye,0.0,0.0,0.0,1.0,0.0
elmishpacha,0.0,0.0,0.0,1.0,0.0
ieguen,0.0,0.0,0.0,1.0,0.0
tizrau,0.0,0.0,0.0,1.0,0.0
tiktseru,0.0,0.0,0.0,1.0,0.0
etseficheyha,0.0,0.0,0.0,1.0,0.0
tivetseru,0.0,0.0,0.0,1.0,0.0
etnezireyha,0.0,0.0,0.0,1.0,0.0
minhasa,0.0,0.0,0.0,1.0,0.0
bishanat,0.0,0.0,0.0,1.0,0.0
tashu,0.0,0.0,0.0,1.0,0.0
explotara,0.0,0.0,0.0,1.0,0.0
disminu,0.0,0.0,0.0,1.0,0.0
tonu,0.0,0.0,0.0,1.0,0.0
vekadoshtem,0.0,0.0,0.0,1.0,0.0
bechalartsechem,0.0,0.0,0.0,1.0,0.0
vetsiviti,0.0,0.0,0.0,1.0,0.0
hakippurim,0.0,0.0,0.0,1.0,0.0
hashanah,0.0,0.0,0.0,1.0,0.0
shabbaton,0.0,0.0,0.0,1.0,0.0
sefiach,0.0,0.0,0.0,1.0,0.0
veetinvey,0.0,0.0,0.0,1.0,0.0
nezirecha,0.0,0.0,0.0,1.0,0.0
tivtsor,0.0,0.0,0.0,1.0,0.0
uleavdecha,0.0,0.0,0.0,1.0,0.0
velaamatecha,0.0,0.0,0.0,1.0,0.0
velischircha,0.0,0.0,0.0,1.0,0.0
uletoshavcha,0.0,0.0,0.0,1.0,0.0
hagarim,0.0,0.0,0.0,1.0,0.0
velivehemtecha,0.0,0.0,0.0,1.0,0.0
velachaya,0.0,0.0,0.0,1.0,0.0
tevuata,0.0,0.0,0.0,1.0,0.0
vesafarta,0.0,0.0,0.0,1.0,0.0
shaba,0.0,0.0,0.0,1.0,0.0
ovel,0.0,0.0,0.0,1.0,0.0
alhaare,0.0,0.0,0.0,1.0,0.0
etbirchati,0.0,0.0,0.0,1.0,0.0
havot,0.0,0.0,0.0,1.0,0.0
recobraran,0.0,0.0,0.0,1.0,0.0
vaama,0.0,0.0,0.0,1.0,0.0
yihyulach,0.0,0.0,0.0,1.0,0.0
tiknu,0.0,0.0,0.0,1.0,0.0
osean,0.0,0.0,0.0,1.0,0.0
enriq,0.0,0.0,0.0,1.0,0.0
uecido,0.0,0.0,0.0,1.0,0.0
miembr,0.0,0.0,0.0,1.0,0.0
enriqu,0.0,0.0,0.0,1.0,0.0
ocuparas,0.0,0.0,0.0,1.0,0.0
kile,0.0,0.0,0.0,1.0,0.0
erigiran,0.0,0.0,0.0,1.0,0.0
lotaasu,0.0,0.0,0.0,1.0,0.0
ufesel,0.0,0.0,0.0,1.0,0.0
takimu,0.0,0.0,0.0,1.0,0.0
maskit,0.0,0.0,0.0,1.0,0.0
lehishtac,0.0,0.0,0.0,1.0,0.0
resaran,0.0,0.0,0.0,1.0,0.0
obtengas,0.0,0.0,0.0,1.0,0.0
hashish,0.0,0.0,0.0,1.0,0.0
veasat,0.0,0.0,0.0,1.0,0.0
ethatevua,0.0,0.0,0.0,1.0,0.0
lishlosh,0.0,0.0,0.0,1.0,0.0
perpetuida,0.0,0.0,0.0,1.0,0.0
timache,0.0,0.0,0.0,1.0,0.0
litsmitut,0.0,0.0,0.0,1.0,0.0
geula,0.0,0.0,0.0,1.0,0.0
amurallado,0.0,0.0,0.0,1.0,0.0
beytmoshav,0.0,0.0,0.0,1.0,0.0
mimkaro,0.0,0.0,0.0,1.0,0.0
amurall,0.0,0.0,0.0,1.0,0.0
rodeadas,0.0,0.0,0.0,1.0,0.0
rallas,0.0,0.0,0.0,1.0,0.0
redimidas,0.0,0.0,0.0,1.0,0.0
asistiras,0.0,0.0,0.0,1.0,0.0
shekali,0.0,0.0,0.0,1.0,0.0
yihyekados,0.0,0.0,0.0,1.0,0.0
ejada,0.0,0.0,0.0,1.0,0.0
unim,0.0,0.0,0.0,1.0,0.0
hakoti,0.0,0.0,0.0,1.0,0.0
hikadashti,0.0,0.0,0.0,1.0,0.0
mibenchodesh,0.0,0.0,0.0,1.0,0.0
zhar,0.0,0.0,0.0,1.0,0.0
livnitas,0.0,0.0,0.0,1.0,0.0
shimitas,0.0,0.0,0.0,1.0,0.0
mishpac,0.0,0.0,0.0,1.0,0.0
legershon,0.0,0.0,0.0,1.0,0.0
halivni,0.0,0.0,0.0,1.0,0.0
hashimi,0.0,0.0,0.0,1.0,0.0
unesi,0.0,0.0,0.0,1.0,0.0
lagershuni,0.0,0.0,0.0,1.0,0.0
lyasaf,0.0,0.0,0.0,1.0,0.0
benleel,0.0,0.0,0.0,1.0,0.0
cubi,0.0,0.0,0.0,1.0,0.0
vehaohel,0.0,0.0,0.0,1.0,0.0
michsehu,0.0,0.0,0.0,1.0,0.0
etkehunatam,0.0,0.0,0.0,1.0,0.0
hkan,0.0,0.0,0.0,1.0,0.0
etmishmarto,0.0,0.0,0.0,1.0,0.0
asientan,0.0,0.0,0.0,1.0,2.0
miud,0.0,0.0,0.0,1.0,0.0
beneybinyamin,0.0,0.0,0.0,1.0,0.0
escuadr,0.0,0.0,0.0,1.0,0.0
hatpakdu,0.0,0.0,0.0,1.0,0.0
ledigleyhem,0.0,0.0,0.0,1.0,0.0
lemishpachotav,0.0,0.0,0.0,1.0,0.0
umosh,0.0,0.0,0.0,1.0,0.0
behakriv,0.0,0.0,0.0,1.0,0.0
lohay,0.0,0.0,0.0,1.0,0.0
vayechahen,0.0,0.0,0.0,1.0,0.0
rvirle,0.0,0.0,0.0,1.0,0.0
desempeñando,0.0,0.0,0.0,1.0,0.0
umasach,0.0,0.0,0.0,1.0,0.0
yitsharitas,0.0,0.0,0.0,1.0,0.0
umate,0.0,0.0,0.0,1.0,0.0
bevehemat,0.0,0.0,0.0,1.0,0.0
etkolbachor,0.0,0.0,0.0,1.0,0.0
veintedos,0.0,0.0,0.0,1.0,0.0
behemat,0.0,0.0,0.0,1.0,0.0
behemtam,0.0,0.0,0.0,1.0,0.0
hs,0.0,0.0,0.0,1.0,0.0
ule,0.0,0.0,0.0,1.0,0.0
baney,0.0,0.0,0.0,1.0,0.0
peduyey,0.0,0.0,0.0,1.0,0.0
haodfim,0.0,0.0,0.0,1.0,0.0
hapeduyim,0.0,0.0,0.0,1.0,0.0
nasho,0.0,0.0,0.0,1.0,0.0
mitoc,0.0,0.0,0.0,1.0,0.0
desmontar,0.0,0.0,0.0,1.0,0.0
rve,0.0,0.0,0.0,1.0,0.0
rtaran,0.0,0.0,0.0,1.0,0.0
escarla,0.0,0.0,0.0,1.0,0.0
envolveran,0.0,0.0,0.0,1.0,0.0
kaa,0.0,0.0,0.0,1.0,0.0
behem,0.0,0.0,0.0,1.0,0.0
hevronitas,0.0,0.0,0.0,1.0,0.0
mibenchodes,0.0,0.0,0.0,1.0,0.0
makonka,0.0,0.0,0.0,1.0,0.0
mizbeachim,0.0,0.0,0.0,1.0,0.0
mispocha,0.0,0.0,0.0,1.0,0.0
machlitas,0.0,0.0,0.0,1.0,0.0
mushit,0.0,0.0,0.0,1.0,0.0
limera,0.0,0.0,0.0,1.0,0.0
hamachli,0.0,0.0,0.0,1.0,0.0
hamushi,0.0,0.0,0.0,1.0,0.0
avihail,0.0,0.0,0.0,1.0,0.0
herrajes,0.0,0.0,0.0,1.0,0.0
mishkanedut,0.0,0.0,0.0,1.0,0.0
vehachonim,0.0,0.0,0.0,1.0,0.0
vehaz,0.0,0.0,0.0,1.0,0.0
registrando,0.0,0.0,0.0,1.0,0.0
benrehuel,0.0,0.0,0.0,1.0,0.0
rehuel,0.0,0.0,0.0,1.0,0.0
alterara,0.0,0.0,0.0,1.0,0.0
vechishavlo,0.0,0.0,0.0,1.0,0.0
haerkecha,0.0,0.0,0.0,1.0,0.0
ethaerkecha,0.0,0.0,0.0,1.0,0.0
evaluaciones,0.0,0.0,0.0,1.0,0.0
shekelk,0.0,0.0,0.0,1.0,0.0
achbachor,0.0,0.0,0.0,1.0,0.0
yevukar,0.0,0.0,0.0,1.0,0.0
bivhema,0.0,0.0,0.0,1.0,0.0
loyakadosh,0.0,0.0,0.0,1.0,0.0
imshor,0.0,0.0,0.0,1.0,0.0
imse,0.0,0.0,0.0,1.0,0.0
evaluo,0.0,0.0,0.0,1.0,0.0
evalua,0.0,0.0,0.0,1.0,0.0
yacharim,0.0,0.0,0.0,1.0,0.0
uvehem,0.0,0.0,0.0,1.0,0.0
umisde,0.0,0.0,0.0,1.0,0.0
yimacher,0.0,0.0,0.0,1.0,0.0
yigael,0.0,0.0,0.0,1.0,0.0
michsat,0.0,0.0,0.0,1.0,0.0
miknato,0.0,0.0,0.0,1.0,0.0
asheryaavor,0.0,0.0,0.0,1.0,0.0
vayovel,0.0,0.0,0.0,1.0,0.0
sustituyendo,0.0,0.0,0.0,1.0,0.0
kolbehema,0.0,0.0,0.0,1.0,0.0
loyakrivu,0.0,0.0,0.0,1.0,0.0
ethabehema,0.0,0.0,0.0,1.0,0.0
kiyakadosh,0.0,0.0,0.0,1.0,0.0
etbeyto,0.0,0.0,0.0,1.0,0.0
veheericho,0.0,0.0,0.0,1.0,0.0
evaluara,0.0,0.0,0.0,1.0,0.0
erkech,0.0,0.0,0.0,1.0,0.0
bachamishim,0.0,0.0,0.0,1.0,0.0
correspondien,0.0,0.0,0.0,1.0,0.0
reduccion,0.0,0.0,0.0,1.0,0.0
partado,0.0,0.0,0.0,1.0,0.0
ndiere,0.0,0.0,0.0,1.0,0.0
evacuar,0.0,0.0,0.0,1.0,0.0
incondicionalmente,0.0,0.0,0.0,1.0,0.0
sentenciada,0.0,0.0,0.0,1.0,0.0
hashavet,0.0,0.0,0.0,1.0,0.0
elyasaph,0.0,0.0,0.0,1.0,0.0
abezas,0.0,0.0,0.0,1.0,0.0
cuaren,0.0,0.0,0.0,1.0,0.0
elegibles,0.0,0.0,0.0,1.0,0.0
incluyas,0.0,0.0,0.0,1.0,0.0
asoci,0.0,0.0,0.0,1.0,0.0
erviran,0.0,0.0,0.0,1.0,0.0
trasladarlo,0.0,0.0,0.0,1.0,0.0
localiza,0.0,0.0,0.0,1.0,0.0
vechanu,0.0,0.0,0.0,1.0,0.0
almachanehu,0.0,0.0,0.0,1.0,0.0
aldiglo,0.0,0.0,0.0,1.0,0.0
diglo,0.0,0.0,0.0,1.0,0.0
veotot,0.0,0.0,0.0,1.0,0.0
leohelmoed,0.0,0.0,0.0,1.0,0.0
beneyzebulon,0.0,0.0,0.0,1.0,0.0
tzurishadday,0.0,0.0,0.0,1.0,0.0
vayifkedem,0.0,0.0,0.0,1.0,0.0
yihyekado,0.0,0.0,0.0,1.0,0.0
bamidbarsinai,0.0,0.0,0.0,1.0,0.0
tituye,0.0,0.0,0.0,1.0,0.0
hamit,0.0,0.0,0.0,1.0,0.0
svot,0.0,0.0,0.0,1.0,0.0
numerosbamidbar,0.0,0.0,0.0,1.0,0.0
במדבר,0.0,0.0,0.0,1.0,0.0
beekhad,0.0,0.0,0.0,1.0,0.0
lahachodesh,0.0,0.0,0.0,1.0,0.0
meere,0.0,0.0,0.0,1.0,0.0
legolgelotam,0.0,0.0,0.0,1.0,0.0
enumeraran,0.0,0.0,0.0,1.0,0.0
pedahtzu,0.0,0.0,0.0,1.0,0.0
okran,0.0,0.0,0.0,1.0,0.0
keryey,0.0,0.0,0.0,1.0,0.0
keruey,0.0,0.0,0.0,1.0,0.0
rashe,0.0,0.0,0.0,1.0,0.0
reuniero,0.0,0.0,0.0,1.0,0.0
izra,0.0,0.0,0.0,1.0,0.0
veshemi,0.0,0.0,0.0,1.0,0.0
retraeras,0.0,0.0,0.0,1.0,0.0
mañan,0.0,0.0,0.0,1.0,0.0
temara,0.0,0.0,0.0,1.0,0.0
lotekalal,0.0,0.0,0.0,1.0,0.0
lotelech,0.0,0.0,0.0,1.0,0.0
rachil,0.0,0.0,0.0,1.0,0.0
beameycha,0.0,0.0,0.0,1.0,0.0
aldam,0.0,0.0,0.0,1.0,0.0
odies,0.0,0.0,0.0,1.0,0.0
yakachtoche,0.0,0.0,0.0,1.0,0.0
lotikom,0.0,0.0,0.0,1.0,0.0
velotitor,0.0,0.0,0.0,1.0,0.0
cultives,0.0,0.0,0.0,1.0,0.0
ashamo,0.0,0.0,0.0,1.0,0.0
venisalach,0.0,0.0,0.0,1.0,0.0
vechilulta,0.0,0.0,0.0,1.0,0.0
velotishavu,0.0,0.0,0.0,1.0,0.0
beeyl,0.0,0.0,0.0,1.0,0.0
chilul,0.0,0.0,0.0,1.0,0.0
guiente,0.0,0.0,0.0,1.0,0.0
zivechachem,0.0,0.0,0.0,1.0,0.0
umimachorat,0.0,0.0,0.0,1.0,0.0
yisar,0.0,0.0,0.0,1.0,0.0
heakol,0.0,0.0,0.0,1.0,0.0
veochlav,0.0,0.0,0.0,1.0,0.0
kietkadosh,0.0,0.0,0.0,1.0,0.0
coseche,0.0,0.0,0.0,1.0,0.0
techale,0.0,0.0,0.0,1.0,0.0
liktsor,0.0,0.0,0.0,1.0,0.0
leket,0.0,0.0,0.0,1.0,0.0
dejelas,0.0,0.0,0.0,1.0,0.0
teolel,0.0,0.0,0.0,1.0,0.0
